Node,Degree,Betweenness,Closeness,Eigenvector,Harmonic
"('0030502000', 'Chemistry & Biochemistry')",0.0009053870529651426,0.0,0.12508139633645707,1.0008124544747155e-05,0.1337284810406132
"('0022905000', 'Chemistry')",0.0015844273426889996,0.003200802951036899,0.13683102081268583,7.469597486547531e-05,0.14835690942526478
"('0020107000', 'College of Science')",0.002037120869171571,0.0018095442389803665,0.1250955630432936,1.1281005648822387e-05,0.1341057256460153
"('0020107000', 'Chemistry')",0.0018107741059302852,0.00265985949584685,0.13442054340219672,1.2808404704324882e-05,0.1454106654876228
"('0020107000', 'Biological Sciences, 534 Choppin Hall')",0.0009053870529651426,0.0,0.12508139633645707,1.0008124544747155e-05,0.1337284810406132
"('0017749000', 'Computer Science')",0.0022634676324128564,0.010304319165617396,0.146509699883933,0.00022317278636814765,0.16079326023305085
"('0017749000', 'CELS')",0.0011317338162064282,0.003452994945150328,0.13724759242000623,0.000513648167920802,0.14901723634747552
"('0017749000', 'Department of Computer Science')",0.000679040289723857,0.0007841753294838004,0.13222398467662286,0.00011538682214109776,0.14198974909703635
"('0029751000', 'Computer Science')",0.0018107741059302852,0.012501307861323127,0.13258507892683513,1.4361329201848526e-05,0.14308473956504703
"('0029751000', 'Unknown Dept')",0.002037120869171571,0.004690998610576317,0.1260161442140392,3.032815883330242e-06,0.13497843481150365
"('0001057000', 'Unknown Dept')",0.0047532820280669985,0.022736729395808238,0.15128582679861657,0.0011608174383038183,0.16839128566720094
"('0001057000', 'Human-Computer Interaction Institute')",0.0033952014486192846,0.014354805153523966,0.14667994687915006,0.006814324744110467,0.1627413272558121
"('0027110000', 'Computer Science')",0.001358080579447714,0.009800743865163712,0.15294606383715295,0.0001992449373979088,0.16796820829188372
"('0019489001', 'Sociology')",0.000679040289723857,0.0004526935264825713,0.11359662655558984,2.0248616669247266e-06,0.12058182625181171
"('0019489001', 'Unknown Dept')",0.001358080579447714,0.004355700628565352,0.12813968327629213,1.982164811854477e-05,0.13868499402111895
"('6250009361', 'Electrical Eng & Comp Science')",0.0004526935264825713,0.0,0.11359370580824313,2.0091775235068387e-06,0.12046865287019107
"('0013128000', 'Berkeley School of Education')",0.00022634676324128565,0.0,0.11492937228480009,2.007580636482087e-06,0.12224861122169542
"('0013128000', 'Unknown Dept')",0.004300588501584427,0.007301420771919556,0.12984951798730307,2.1819899748268806e-05,0.14222850266025827
"('0036327000', 'Biology')",0.000679040289723857,0.0013574656459727544,0.1220947906591129,5.080000488813209e-07,0.12946391606984556
"('0010090000', 'Biological Sciences')",0.0011317338162064282,0.0009051820751401561,0.10882309473373072,5.31678113422447e-08,0.11403092185968926
"('0037283001', 'Psychology')",0.00022634676324128565,0.0,0.13807544457292872,9.054049852690244e-06,0.14731064858384854
"('0036046000', 'Psychological Sciences')",0.0029425079221367134,0.028598272832999202,0.16018854242204497,9.811964032324918e-05,0.1761511481577111
"('0035303000', 'Ecology & Evolutionary Biology')",0.001358080579447714,0.005400800886342863,0.13532222494486645,8.966340422063677e-05,0.14791802935759382
