Node,Degree,Betweenness,Closeness,Eigenvector,Harmonic
"('0016105000', 'Department of Geology and Geophysics')",0.020356234096692113,0.08087318897024458,0.09026182820395039,5.3996651788130966e-08,0.14789480872811525
"('0013177010', 'Scripps Institution of Oceanography')",0.015267175572519085,0.025237575946409095,0.07849011384062313,7.199233224020144e-08,0.11865900753840558
"('0019489001', 'Natural History Museum')",0.017811704834605598,5.192916861401049e-06,0.10570199031737493,0.2630122022842949,0.16366642928160735
"('0015362010', 'Unknown Dept')",0.002544529262086514,0.0,0.08402822322001283,1.502468249930154e-07,0.10617959612718172
"('0017756000', 'Crop Sciences')",0.012722646310432571,0.0,0.06607262945527909,2.196976035282445e-06,0.09939784164492031
"('0034140000', 'Oceanography')",0.002544529262086514,0.0,0.07261640798226164,3.972145019457647e-08,0.09689048405843381
"('6250003906', 'Unknown Dept')",0.012722646310432571,0.0050890585241730275,0.07969985804096533,1.1530839705090357e-05,0.11322321216557243
"('0013219000', 'Department of Mechanical Engineering')",0.002544529262086514,0.0,0.07279125764030377,1.2807797339169875e-08,0.09885340663204345
"('0039172000', 'Department of Geology')",0.005089058524173028,0.0,0.0827194274889497,1.378970401829446e-08,0.1181221508094597
"('0019489001', 'Chemical & Petroleum Engineering')",0.010178117048346057,0.0,0.09615855150477122,0.06575805790813387,0.13901361697724582
"('0027078000', 'Lamont Doherty Earth Observatory')",0.002544529262086514,0.0,0.11202964652223489,9.917328255104332e-05,0.14598220777586515
"('0026633000', 'Vice Provost for Research')",0.015267175572519085,0.002505582385626006,0.09625275532696546,0.1729692535738192,0.14147332859726286
"('0031237000', 'Geosciences')",0.002544529262086514,0.0,0.08921679909194098,1.7211441619568095e-08,0.1256725865058929
"('0026575000', 'College of Engineering')",0.010178117048346057,0.0,0.11293103448275862,0.09433714683607732,0.16801327944121
"('0013151000', 'Organismic Biology, Ecology & Evolution')",0.010178117048346057,0.0025380381160097624,0.08447979363714532,5.529144757521698e-07,0.12750221095287853
"('5300007293', 'Unknown Dept')",0.015267175572519085,0.31611881393778885,0.11815995189416717,3.087467668591261e-05,0.17371890354809377
"('0017392000', 'Materials Science and Engineering')",0.010178117048346057,0.03014488238043309,0.08035166632590472,9.580489908729466e-06,0.1129319264307333
"('0016162000', 'Department of Geosciences')",0.010178117048346057,0.0,0.11251073575722874,0.004939854226486744,0.15749517584680614
"('0029785000', 'Department of Biology')",0.010178117048346057,0.0,0.11263972484952708,0.00498496668939645,0.15897948458302327
"('4008181000', 'Science Unit -- WGBH')",0.0076335877862595426,0.0,0.10513643659711075,0.07814683387574022,0.15429407983292198
"('0025320000', 'Land Resources and Environmental Science')",0.010178117048346057,0.01015215246403905,0.07148053837759186,7.854929479698688e-10,0.09835250803954179
"('0019489001', 'Department of Physics and Astronomy')",0.020356234096692113,0.020239393467310587,0.09625275532696546,0.0705238956743386,0.14410267550141892
"('0027078040', 'Lamont-Doherty Earth Observatory')",0.015267175572519085,0.49052292672794306,0.12944664031620554,0.004401253719185501,0.189686020060551
"('0015362010', 'Rosenstiel School of Marine and')",0.010178117048346057,0.0,0.10746513535684987,6.584734056818279e-06,0.1503229340076948
"('0032102000', 'College of Oceanic & Atmos. Sciences')",0.005089058524173028,0.0,0.08782122905027932,8.531105139957134e-08,0.11066877820274126
"('0013177010', 'Inst. of Geophysics & Planetary Physics')",0.0076335877862595426,0.010165134756192552,0.07238902191932216,3.0262997216661864e-09,0.09849596085475038
"('0011932000', 'Department of Geology')",0.015267175572519085,0.0,0.07515777395295467,7.410050275543353e-05,0.11476620329612242
"('0017756000', 'Atmospheric Sciences')",0.002544529262086514,0.0,0.09939301972685888,2.960583534536221e-07,0.12449245482847868
"('0013136000', 'Natural Reserve System')",0.0076335877862595426,0.0,0.07475746623549553,9.200771143121526e-06,0.10613903741704815
"('0022301000', 'Department of Geology & Geophysics')",0.012722646310432571,0.04697101486905162,0.09876853480774064,3.8248692395581055e-07,0.1487014163307993
"('0027086000', 'Dept. of Environmental Science')",0.005089058524173028,0.0,0.11651348947524459,0.00012201416931471472,0.15368500822675715
"('0032102000', 'College of Oceanic & Atmospheric Sci.')",0.005089058524173028,0.0,0.08782122905027932,8.531105139957134e-08,0.11066877820274126
"('0011312000', 'Div. of Geological & Planetary Sci.')",0.005089058524173028,0.0,0.08315700380871772,3.700542430171397e-08,0.11205328329021041
"('4062600000', 'Unidata Program Center')",0.002544529262086514,0.0,0.09939301972685888,2.960583534536221e-07,0.12449245482847868
"('0013201000', 'Inst. for Computational Earth Sys. Sci.')",0.002544529262086514,0.0,0.07470062725717544,5.860844419345626e-06,0.10274633173426596
"('0019489001', 'Physics and Astronomy')",0.0076335877862595426,0.0,0.08786049631120053,0.011557782196100404,0.11876671786746744
"('0014316000', 'Plant and Soil Sciences')",0.005089058524173028,0.0050890585241730275,0.062046100410483106,1.4293174168730174e-07,0.08609248888384388
"('4009627000', 'Executive')",0.0076335877862595426,0.0,0.10513643659711075,0.07814683387574022,0.15429407983292198
"('0013177010', 'Inst of Geophysics and Planetary Physics')",0.002544529262086514,0.0,0.06751417282253908,5.378308270218779e-10,0.08597810047809183
"('6250008434', 'Unknown Dept')",0.002544529262086514,0.0,0.10115830115830116,0.0004450314487771616,0.12857648714359488
"('0011395000', 'Department of Geography')",0.015267175572519085,0.0,0.07515777395295467,7.410050275543353e-05,0.11476620329612242
"('0032235000', 'Oregon Institute of Marine Biology')",0.005089058524173028,0.0,0.06203630623520126,1.654277265782626e-07,0.08566840067349614
"('0021030000', 'Institute for Physical Science and Tech.')",0.002544529262086514,0.0,0.06470200856108001,7.810266106711225e-09,0.09129062739340826
"('0013508000', 'Natural Resource Ecology Laboratory')",0.0076335877862595426,0.0050890585241730275,0.10141935483870967,0.0007366670193482987,0.13358072802569834
"('0015362010', 'Meteorology & Physical Oceanography')",0.020356234096692113,0.23900399854598325,0.10907577019150708,7.946655167914893e-06,0.16163498215180414
"('0013128000', 'Materials Science & Mineral Engineering')",0.002544529262086514,0.0,0.05014034192396019,1.0726415865725562e-10,0.06961652402539209
"('4083028000', 'Unknown Dept')",0.010178117048346057,0.06888404216648492,0.10513643659711075,3.743352737690387e-07,0.14852916875068897
"('0017392000', 'Department of Chemical Engineering')",0.005089058524173028,0.0,0.08455249569707401,7.526572197883046e-05,0.11267200931399912
