Node,Degree,Betweenness,Closeness,Eigenvector,Harmonic
"('0013201000', 'Marine Science Institute')",0.5714285714285714,0.0,0.7,0.40728484482460947,0.7857142857142857
"('0013201000', 'Unknown Dept')",1.0,0.6666666666666666,1.0,0.5015252455932576,1.0
"('0013201000', 'Anthropology')",0.14285714285714285,0.0,0.5384615384615384,0.11852532132053524,0.5714285714285714
"('0013201000', 'Earth Research Institute')",0.5714285714285714,0.0,0.7,0.40728484482460947,0.7857142857142857
"('0014894000', 'Scientific Computing')",0.2857142857142857,0.0,0.5833333333333334,0.16745243197535373,0.6428571428571428
"('0013201000', 'Ecology, Evolution and Marine Biology')",0.5714285714285714,0.0,0.7,0.40728484482460947,0.7857142857142857
"('0013201000', 'Biology')",0.5714285714285714,0.0,0.7,0.40728484482460947,0.7857142857142857
"('0014894000', 'Earth, Ocean, and Atmospheric Science')",0.5714285714285714,0.0,0.5833333333333334,0.20702676147976942,0.6428571428571428
