Node,Degree,Betweenness,Closeness,Eigenvector,Harmonic
"('0038950000', 'Unknown Dept')",0.009403669724770643,0.06377551047389585,0.16123664065678045,0.00012288168717515337,0.1855346450185887
"('0013144000', 'Electrical Engineering and Computer Sci')",0.0009174311926605505,0.0,0.14103642362683574,1.7448629322103567e-05,0.1550936162461386
"('0037457000', 'Department of Electrical Engineering')",0.001834862385321101,0.007830123867947191,0.14741184028129967,3.900694408431247e-05,0.16336809342543154
"('6250041879', 'Unknown Dept')",0.0009174311926605505,0.0,0.14103642362683574,1.7448629322103567e-05,0.15509361624613857
"('0026633000', 'Electrical and Computer Engineering')",0.0022935779816513763,0.0032072207454365217,0.14106836638949105,1.861943380125872e-05,0.1558199159403281
"('P269993465', 'Unknown Dept')",0.0006880733944954129,0.0,0.1352525127186996,0.021256441117642463,0.14840728397494404
"('0010819000', 'School of Life Sciences')",0.0071100917431192664,0.010814555720496404,0.14816828654931014,0.2010087276073664,0.17040064929973095
"('0027854000', 'Anthropology')",0.0009174311926605505,0.00420045481671258,0.14456712755727974,0.021482605190973704,0.16048314962305701
"('4202859000', 'Psychology')",0.0006880733944954129,0.0,0.1352525127186996,0.021256441117642463,0.14840728397494404
"('0027078000', 'Lamont-Doherty Earth Observatory')",0.0034403669724770644,0.02085572785309813,0.1495968433693601,0.0005077156181573288,0.168272628556458
"('0013128000', 'Vice Chancellor for Research Office')",0.0016055045871559634,0.001833599575695966,0.14097258147956543,0.0003616855301164714,0.15524032456270676
"('0010835000', 'Bio5/iPlant Collaborative')",0.0009174311926605505,0.0,0.14095435148066726,0.0003524605157926856,0.15485806156576493
"('6250002636', 'Unknown Dept')",0.0009174311926605505,0.0,0.14095435148066726,0.0003524605157926856,0.1548580615657649
"('0027854000', 'Unknown Dept')",0.005733944954128441,0.030563105552947355,0.15845326355574937,0.002819311496397097,0.17942796404665573
"('0023259000', 'Center for Political Studies')",0.00045871559633027525,0.00045871559633027525,0.12535219366338912,8.005210240187211e-05,0.13453537902404572
"('0039420000', 'Departamento de Ciencia Política')",0.00022935779816513763,0.0,0.11139214634270969,7.560370580653252e-06,0.11733912091760738
"('0013177000', 'Halicioglu Data Science Institute')",0.0016055045871559634,0.016832618877196677,0.16317975972154647,0.0006889450861066053,0.18111270228242657
"('0021550000', 'Unknown Dept')",0.004128440366972477,0.04628413996984146,0.17521298826555215,0.00468763406344725,0.1972180278946339
"('0021550000', 'School of Engineering and Applied Scienc')",0.002981651376146789,0.01841842064732395,0.16090935931502806,0.0012096412908742873,0.17994344786202496
"('0017749000', 'Ecology and Evolution')",0.0006880733944954129,0.0012319940398811027,0.13496780584447746,2.6938599190519845e-05,0.14581524521604747
