Node,Degree,Betweenness,Closeness,Eigenvector,Harmonic
"('7203587438', 'Technical Customer Service')",0.0011166945840312675,0.0,0.11894009828662505,0.0016584854635007754,0.12920010759842024
"('6250004721', 'Applied Mathematics')",0.0016750418760469012,0.0,0.08640069467895219,1.0065463640801503e-06,0.09300620746063783
"('5300019907', 'Unknown Dept')",0.0008375209380234506,0.0,0.11353767155852801,8.22011012505037e-05,0.12156702785478697
"('0013136000', 'Computer Science')",0.001954215522054718,0.010016104912536246,0.15409102641314634,0.023108682771266258,0.17273556654222216
"('7203576320', 'Academic Resource Center')",0.0008375209380234506,0.0,0.11914582224587547,0.0003156162138789392,0.1284640454720733
"('0037655000', 'Physics/Center for Materials Research')",0.0005583472920156337,0.0,0.10327826312602716,5.9993986906483497e-05,0.10924786806481675
"('0037499000', 'Computer Science')",0.0005583472920156337,0.005013899432936815,0.09888744720205395,5.659999072614925e-06,0.1043914399930472
"('0001479000', 'Eduational Psychology')",0.0008375209380234506,0.0,0.08979919275990875,4.94951166079217e-06,0.09585746452336294
"('6250030777', 'Unknown Dept')",0.0011166945840312675,0.0,0.14939316845310088,0.043410062944208364,0.16672007325704788
"('0027110000', 'Sibley School of Mechanical and Aerospac')",0.0013958682300390843,0.0016741063597799106,0.10963516160626836,5.33130942086513e-05,0.11832317349567487
"('0018259000', 'Chemistry')",0.0013958682300390843,0.0034168768819816163,0.15805497948197503,0.039151878578185986,0.17647074278946928
"('0034140000', 'Oceanography')",0.0016750418760469012,0.0022315181355285537,0.08364859184531316,5.877189124446062e-07,0.0883329035509561
"('0010819000', 'Chemistry & Biochemistry')",0.0013958682300390843,0.0002754050093979751,0.13745203376822718,0.010124218424039304,0.1512595273289235
"('0038950000', 'Computer Science')",0.0005583472920156337,0.0,0.12792857142857142,0.0006036206675969095,0.13935586540707842
"('0033712000', 'Computer & Information Science')",0.00027917364600781687,0.0,0.12375194334081879,0.0002513595136951062,0.13326935273555762
"('7203576514', 'Instruction & Teacher Education')",0.0008375209380234506,0.0,0.10754173171610423,9.46463372034744e-06,0.11518262818513961
"('0017400000', 'Mechanical Engineering')",0.0005583472920156337,0.0,0.12809784357901513,0.00043476562002672494,0.14007743518429153
"('0023291000', 'Mike Ilitch School of Business')",0.0013958682300390843,0.0,0.11331140073389852,0.0002050146807898104,0.12394579847673409
"('0025650000', 'Computer Science and Engineering')",0.0008375209380234506,0.0,0.11467537456780638,0.00021565264467298634,0.1236949996601902
"('0036525000', 'Physics')",0.0016750418760469012,0.0,0.07955756929637527,3.170156299994054e-07,0.08502796984697092
"('0036327000', 'Industrial and Systems Engineering')",0.0016750418760469012,0.02583841603414164,0.15927786918048825,0.06513327053367021,0.18143845405952505
"('0038125000', 'Department of Engineering Technology')",0.0011166945840312675,0.0016741063597799106,0.10038393632822352,5.382194308586154e-05,0.10734561712879447
"('0015693000', 'School of CS, College of Computing')",0.0005583472920156337,0.0,0.11822172348922406,0.0006560302970660985,0.12695713519008917
"('0013482000', 'Physics')",0.0016750418760469012,0.023250697622276266,0.10426126440796367,2.147414033202783e-05,0.11376848238442618
"('0028373000', 'Mathematics')",0.0005583472920156337,0.0,0.13407695762838748,0.0011385501671912247,0.14738819310390505
"('0031252000', 'Civil/Environmental Engineering')",0.00027917364600781687,0.0,0.10028837808326567,1.3157200000340744e-05,0.10559119986137569
"('0018259000', 'School of Mechanical Engineering')",0.0013958682300390843,0.002930347260985538,0.13950771148153918,0.0029458653751239148,0.15361204318921953
"('0027110000', 'School of Integrative Plant Science')",0.0005583472920156337,0.0,0.15318166267533356,0.06609800563969694,0.17304367939221138
"('0031005000', 'SEECS, Russ College of Engineering')",0.0005583472920156337,0.0,0.13376652475913062,0.001843682951401839,0.14656947747555715
"('0026294000', 'Computer Science and Engineering')",0.00027917364600781687,0.0,0.11230248306997742,0.00010971295690560571,0.12062479383890352
"('0013219000', 'Computer Engineering')",0.0011166945840312675,0.0016226918857998019,0.1179725323584626,0.00043842018182647984,0.13024062538504586
"('0036707000', 'Department of Biology')",0.0013958682300390843,0.0005583472920156337,0.09101072208953707,1.0280117944620308e-05,0.09726167455465473
"('0018259000', 'Electrical and Computer Engeneering')",0.0011166945840312675,0.0,0.1364467469145208,0.0027839505458671257,0.1482266909026952
"('0036327000', 'Unknown Dept')",0.010329424902289224,0.07040686632858392,0.15511865581153647,0.0125045156131417,0.18176443957432195
"('0038950000', 'Botany')",0.0016750418760469012,0.006126228274388792,0.08249654537079687,4.23280708747897e-08,0.0875891961682751
"('0013706000', 'CIRES')",0.005583472920156337,0.04056860690410556,0.15039677541252047,0.005297992436587191,0.1742162312175369
"('0034256000', 'Mechanical Engineering')",0.002233389168062535,0.002788618072521533,0.13028297082999926,0.0011788151388778386,0.1484522144194997
"('0018408000', 'Department of Economics')",0.00027917364600781687,0.0,0.09336634953733872,1.5609527209974001e-06,0.09915606497678235
"('0026294000', 'Department of Computer Science')",0.0008375209380234506,0.0,0.11894404781670263,0.0006419617663342351,0.12966773230345993
"('0016006000', 'Biology')",0.0008375209380234506,0.0,0.11914582224587547,0.0003156162138789392,0.1284640454720733
"('0018929000', 'Pharmaceutics, College of Pharmacy')",0.0008375209380234506,0.0,0.06200450060585079,3.062179525552843e-11,0.06617145223240069
